Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ROI: 2.00 µm per pixel: Channel 2: Mean	ROI: 2.00 µm per pixel: Channel 3: Mean	ROI: 2.00 µm per pixel: Channel 4: Mean	Area µm^2	Circularity	Max diameter µm
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	29e4fe73-0bee-4bc3-91b0-edc23631c1e8	Detection		NeuN: Ignore*	Root object (Image)	Polygon	607.55	249.66	1286.1464	218.3659	895.3658	165.8686	0.4933	21.2691
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	ff5e215c-a275-427f-94c2-ac22fdb1b56d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	133.31	908.25	2451.1282	434.2051	2375.9231	166.2454	0.6266	20.4037
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	58710c52-cf16-4db7-bc65-c0d40311f734	Detection		NeuN: Ignore*	Root object (Image)	Polygon	409.03	270.28	1791.0264	569.8158	1279.1052	160.8763	0.5863	19.1693
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	8290a092-1ed1-4d95-8932-6d20766c1884	Detection		NeuN: Ignore*	Root object (Image)	Polygon	418.11	196.29	1318.3334	221.7436	1010.9744	162.7336	0.6779	16.619
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	d3c1e85e-435b-42f0-83c4-7ef66305a66b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	850.06	751.13	2138.3103	394.3793	1938.2759	129.7586	0.5107	18.7551
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	b4e22d4b-b641-43a2-acec-10358901eb5e	Detection		NeuN: Ignore*	Root object (Image)	Polygon	421.12	596.3	1627.85	334.375	2185.3501	160.9992	0.587	18.2176
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	cc442fc6-259b-4a95-91bb-d2a0b83bfb84	Detection		NeuN: Ignore*	Root object (Image)	Polygon	461.81	763.17	1550.7	820.625	2785.5249	161.1187	0.5774	18.2486
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	4db859e9-9eb8-4dcf-b4f8-5e305241845c	Detection		Ignore*	Root object (Image)	Polygon	370.72	423.29	1176.3513	218.027	845.6486	160.2486	0.6723	16.15
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	9a8e6ef3-d39a-4eab-b3d3-f332d43f33ff	Detection		Ignore*	Root object (Image)	Polygon	419.56	170.03	1297.4359	201.2821	775.5641	160.117	0.5609	20.5968
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	62517ad2-13c4-4cb3-99d4-6c59521a9218	Detection		NeuN: Ignore*	Root object (Image)	Polygon	826.38	735.4	2839.0588	416.7353	1517.6471	155.7454	0.671	16.401
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	8c8cc6fd-c97a-4c1d-9f0c-7fbc20ef245a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	490.08	174.9	1414.4857	219.3428	905.4572	155.9947	0.4979	22.6726
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	3915fa87-03fc-40c3-87d3-9d4da06569ad	Detection		NeuN: Ignore*	Root object (Image)	Polygon	500.73	241.61	1490.7428	254.9429	982.9429	152.6358	0.631	17.1823
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	f8eb4672-bfa6-4697-8104-08e660de6177	Detection		NeuN: Ignore*	Root object (Image)	Polygon	767.33	446.36	2776.9033	347.4839	2118.1936	152.6309	0.6727	17.1012
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	580f29d0-aa67-4b18-9006-83d4ccc9f8b1	Detection		Ignore*	Root object (Image)	Polygon	366.9	213.16	1398.6364	234.3333	788.3939	152.1251	0.6719	16.5599
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	d10fcb9d-93ee-4eba-a189-088facf1d2ae	Detection		NeuN: Ignore*	Root object (Image)	Polygon	605.48	236.77	1644.3055	202.8611	1042.2778	153.1275	0.3409	24.1371
DRG C F1_NeuN_IB4_Td-tomato_DAPI.lif - DRG C F1_coupe 4	08385648-bbc5-4df8-9d43-d5ee12fcf42b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	481.06	771.91	2140.6758	433.5676	2301.4324	152.007	0.6886	16.016
