Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ROI: 2.00 µm per pixel: Channel 2: Mean	ROI: 2.00 µm per pixel: Channel 3: Mean	ROI: 2.00 µm per pixel: Channel 4: Mean	Area µm^2	Circularity	Max diameter µm
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	b3ee3cee-028d-4e2a-ab14-a7c76a015ea0	Detection		NeuN: Ignore*	Root object (Image)	Polygon	713.83	413.81	2283.3171	418.8842	2347.0061	669.3902	0.5629	36.8689
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0c4b5cca-2d2d-4fda-8672-1ee8fb312fd2	Detection		NeuN: Ignore*	Root object (Image)	Polygon	343.51	451.58	2101.6545	459.2485	6648.8726	668.4977	0.6958	36.1015
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	caca25a5-6a26-46be-890c-455a0164b243	Detection		NeuN: Ignore*	Root object (Image)	Polygon	935.17	835.13	3275.5466	505.8633	5197.8511	659.2383	0.5646	37.7965
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	6ba953a0-16cc-4f16-8198-20d56538ece7	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	900.73	894.63	13174.752	379.7325	11071.3945	656.6361	0.3544	47.1721
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	27a4a4be-93ef-41d2-a172-e5a000ad4bf4	Detection		NeuN: Ignore*	Root object (Image)	Polygon	401.46	642.21	1372.4099	322.7826	2561.6895	655.1307	0.6576	33.3656
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	27e5cf62-82f1-414b-a69d-8ad5b636e8df	Detection		NeuN: Ignore*	Root object (Image)	Polygon	664.34	370.24	2198.9351	409.9805	5102.6362	639.2466	0.4365	50.3296
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	772aed24-0a5d-42dc-b2cd-c03923a16555	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	675.55	437.97	7708.0186	359.6273	4325.5029	652.6265	0.584	32.8107
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	4972adeb-9d32-460e-a4c0-6349b6c5ffdc	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	770	665.62	8064.8389	526.6581	6170.4517	652.7592	0.6241	36.9879
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	feef26bc-89fa-4bd9-9f8e-cbe2b582971f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	914.54	1006.1	2600.6987	479.0769	6231.9873	650.8338	0.6816	34.0645
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	8f854d98-69c2-44ae-93c3-bcd2e11cf6f5	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	610.66	415.09	4515.8989	363.2342	5383.2529	642.8511	0.6839	32.5959
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0b49d8c1-6f52-4525-97a3-325dce62b497	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	528.36	992.25	6370.8506	1506.4286	7866.0649	642.3878	0.5802	39.5786
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	75b445c7-0e7d-477d-9f61-25feef55946d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	749.31	540.16	2293.5063	443.1835	5300.2783	642.9952	0.6087	34.7787
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	6b36540a-5732-4979-b130-5ab6dfdc66f1	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	680.4	412.95	6325.8081	417.2123	6202.7808	601.178	0.5265	38.3003
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	640275c6-a129-4f9b-a515-e0461f8cc8ce	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	983.43	544.77	5256.2158	356.179	4760.5063	641.5079	0.5045	37.4867
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	24ac3171-2ad0-4e50-b77e-1b6619c4266c	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	896.35	623.67	7620.0127	363.9681	6592.0381	638.4973	0.5176	39.2872
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	c24469e5-c1ff-4ed8-a4b3-287fa393ca1d	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	966.86	658.08	8432.0918	360.2418	6150.353	631.3623	0.5574	37.9023
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	f8ea3838-cfe8-4876-a23b-86a30ebbaa74	Detection		NeuN: Ignore*	Root object (Image)	Polygon	620.99	466.56	3481.4744	327.0962	4754.436	630.3729	0.6126	35.0879
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0a488b81-14d8-4996-933f-6cd963c2dab7	Detection		NeuN: Ignore*	Root object (Image)	Polygon	348.05	768.91	1693.1884	379.526	2611.052	629.8817	0.4894	37.9491
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	6114e5df-c96b-4306-941e-59d9d641886e	Detection		NeuN: Ignore*	Root object (Image)	Polygon	948.09	601.29	2752.1082	447.0811	4302.8921	629.1348	0.7098	31.9471
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	be7d8c6d-d013-4678-90b1-59c7c25bab24	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	611.48	702.73	7466.7812	291.2516	4959.3774	624.3841	0.6449	35.0029
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	33c8757d-8a85-4524-b316-e2929a92dc7d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	1026	811.03	3400.8933	493.68	5456.0669	621.7501	0.4679	39.8459
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	cc39b2d6-b78d-4584-bff8-b3eeaca92eaa	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	976.37	907.37	9676.8252	422.1678	7163.0068	621.7476	0.5765	34.473
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	bee2beb1-523c-433e-a795-b5c3966538a5	Detection		NeuN: Ignore*	Root object (Image)	Polygon	701.33	393.04	2464.8223	469.0263	6858.6909	619.8274	0.5788	37.361
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	fa97bcb3-36e1-4ef7-b517-3c27dcc13aba	Detection		NeuN: Ignore*	Root object (Image)	Polygon	897.46	580.79	3204.5396	446.7895	5533.3291	616.8636	0.6557	30.7031
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	67f276cc-672d-4b57-ab07-1440ed69190e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	996.64	671.01	4344.1748	431.8951	10526.7969	614.6215	0.693	33.7118
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	51393cc2-7845-40e9-8590-e63ffbdf77c8	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	376.59	728.14	6685.3022	378.5705	4633.5234	613.1158	0.5576	35.5847
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	2c7209db-e992-412b-9809-00cbe94b1fd8	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	922.27	481.53	8499.6348	503.6351	6716.8379	611.7507	0.6501	32.4994
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	10e9d5be-39ca-436a-bfb0-013303267328	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	580.28	838	4677.7617	317.5238	4679.3604	611.7408	0.7541	31.7628
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	18252f0b-1cc7-4c26-932a-797fae2e2c69	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	1032.4	839.21	6596.7812	359.808	7469.7085	609.8488	0.5735	36.1256
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	3be7bf40-be44-4a35-a126-a19fd56fa2fd	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	680.44	633.3	4879.6509	322.0403	3853.584	608.6155	0.6505	34.3979
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0242c8c7-af69-41d8-925a-898501d5643e	Detection		NeuN: Ignore*	Root object (Image)	Polygon	668.94	560.18	2047.8096	336.1021	7170.8979	604.021	0.6365	33.27
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0bae050a-0b56-4469-a2f6-e6468a7ee150	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	599.37	386.88	6596.5068	380.662	6800.3872	601.7745	0.5132	37.6341
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	02b985b5-3951-4816-a1f3-dd3dd214bb5f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	765.31	368.2	3274.8027	388.551	6817.1431	593.7517	0.5617	33.2784
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	7c5d6734-80af-47b0-976f-1f7e62844679	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	527.2	389.45	5709.4673	390.3066	4774.8687	587.6142	0.6907	31.1243
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	52c4b59f-2a36-4baa-a8e0-e4769b10d573	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	397.52	721.82	6536.2998	364.9214	3781.8928	587.5057	0.6397	33.5993
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	6e526d8f-8216-44f5-b46d-4190ad508601	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	731.32	454.43	6441.9043	372.9589	6651.3354	587.9975	0.6408	31.4685
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	a10abb4e-e487-4f89-a7b2-14e1546841cb	Detection		NeuN: Ignore*	Root object (Image)	Polygon	665.18	481.68	3800.6191	248.2313	3473.7754	586.6186	0.588	33.9075
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	f314eb14-a0bf-4178-8abf-1f4cab2c45dd	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	821.26	444.03	9265.7461	381.1831	7962.7466	584.007	0.6628	32.9645
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	61df69f0-a20f-4045-b43d-24094e51f56e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	1014	641.64	8329.915	370.4014	6842.7183	583.0098	0.5404	36.0118
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	bec55379-3d65-49c9-8198-42df3546cbfd	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	461.25	994.67	5214.5723	341.7826	4485.0796	583.3486	0.6588	32.1386
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	a88f8d54-94b5-4a09-b5e1-2221e8c0b25f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	865.92	376.66	2349.2302	610.4244	2995.6116	570.1271	0.5681	35.5245
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	84aebda4-4122-4d5f-9313-07f7dd4d0639	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	867.58	698.66	7093.0884	439.9632	5173.0957	570.1133	0.6557	31.6859
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	a2a77d3f-9202-42ec-af51-b469eaa7a9b0	Detection		NeuN: Ignore*	Root object (Image)	Polygon	452.28	372.46	1546.7291	353.632	3445.5347	570.0037	0.3416	38.46
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0bb666a6-bad6-4bae-b325-3fe4f85f841a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	383.93	672.29	1754.2015	376.403	3317.1343	568.4987	0.6383	35.7357
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	a62bd909-5849-4390-bc13-6a93a7bf3b67	Detection		NeuN: Ignore*	Root object (Image)	Polygon	463.37	471.76	2288.2373	411.9209	5445.5972	563.5079	0.6828	29.9227
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	b030983b-2bb3-4828-927f-14e532f02dd4	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	501.47	417.11	7549.9492	351.6087	6524.0942	562.747	0.5511	36.622
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	dc05a233-3678-4739-ac32-4ad16d18ce52	Detection		NeuN: Ignore*	Root object (Image)	Polygon	460.12	684.34	1604.306	362.8284	4192.9702	561.6149	0.5744	34.1075
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	673c51ee-3b27-4c57-8226-a8d3c01029f5	Detection		NeuN: Ignore*	Root object (Image)	Polygon	613.45	621.79	3064.9719	266.3592	4889.2466	560.9902	0.677	30.3791
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	1ce4f8a0-d385-47be-904c-0d972dd99eb6	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	897.89	461.27	7590.8296	429.8074	7145.1333	549.4968	0.6682	29.3483
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	891e4d78-56e1-4792-ae23-887923ffc0b6	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	922.93	502.75	7566.1304	388.3188	6946.8115	557.7632	0.471	36.3119
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	eaf83270-2373-4c5d-8df8-b480e640c1b7	Detection		NeuN: Ignore*	Root object (Image)	Polygon	914	528.47	2310.2444	396.7185	10271.6816	556.6091	0.558	35.302
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	ba3287bb-4bc4-417f-88de-318341627106	Detection		NeuN: Ignore*	Root object (Image)	Polygon	856.47	449.06	2570.9775	386.2406	5792.9927	552.1266	0.5827	31.8665
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	72663e95-458d-43c9-804a-2a26ca784bc4	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	786.74	384.01	4001.875	397.1838	7365.0957	546.8866	0.5502	34.7127
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	0d576725-504d-440e-977e-e0505c4c4787	Detection		NeuN: Ignore*	Root object (Image)	Polygon	933.59	980.22	3427.9104	539.8508	9485.8506	546.9947	0.5477	34.0886
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	7de3937f-4b6d-4bb2-a694-499f67981a2c	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	976.97	510.8	7055.6743	393.9407	6492.0073	546.0063	0.5723	35.9671
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	f7c2f287-b71b-49f4-945f-c7cc7ea37a7e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	974.83	608.19	11284.377	330.9615	7834.6924	545.1155	0.5883	35.6566
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	95e0278b-de53-44c8-9fe1-6a6fa1fdda72	Detection		NeuN: Ignore*	Root object (Image)	Polygon	907.57	425.11	2643.5149	426.806	8390.6641	543.8762	0.5814	34.6768
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	ec190e9e-6a96-447c-a501-706f8908b165	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	952.07	871.31	7678.8691	462.4231	6387.1309	542.5159	0.5761	34.8856
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	13390b30-9995-47f8-9f3e-8fbaab34fd53	Detection		NeuN: Ignore*	Root object (Image)	Polygon	561.44	454.77	1604.6895	377.6894	1882.1515	542.6188	0.6141	33.1992
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	4d3bde4d-1cc9-4e1b-bc1d-32dc67d9db65	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	462.03	763.36	6363.5298	342.5746	3296.3433	540.3856	0.6798	30.096
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	6768423e-0c2a-4f7c-af60-3967cdddbf9a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	790.95	605.9	3588.624	311.9323	4576.8721	540.3835	0.6901	29.593
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	41e4902c-b5af-45b1-8a37-17bfd444d3a7	Detection		NeuN: Ignore*	Root object (Image)	Polygon	944.94	655.24	2612.2366	417.3969	4441.1221	530.7354	0.6893	31.4571
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	988c4769-f897-4924-a6e9-7e6704df2609	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	823.72	612.7	4247.6328	388.5625	6721.8125	529.8743	0.5692	35.7837
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	74811991-d657-4c08-a2e2-75878b2dfa2b	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	1045.3	761.29	8260.0615	405.1298	6317.397	526.8738	0.618	30.1702
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	d942b818-06cf-4278-9b11-24d5043fbaf3	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	818.39	418.04	8542.9756	375.9421	5905.8594	526.3812	0.7057	31.0252
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	d1bd443d-8006-4631-97f5-ab8acc9584c6	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	437.6	474.45	6391.145	409.6412	3779.771	526.1365	0.6571	29.3529
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	919ab3d6-d068-42ab-a9db-c9603555dc3c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	930.61	618.08	2553.6641	364.256	5097.0962	522.5175	0.6683	31.0865
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	5c938508-92fe-4e4d-96ab-0a0718602034	Detection		NeuN: Ignore*	Root object (Image)	Polygon	442.53	553.57	1691.879	356.2823	4993.3467	513.2402	0.6628	31.7786
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	dc4c8619-6615-4513-b428-036c4749b5fa	Detection		NeuN: Ignore*	Root object (Image)	Polygon	602.48	362.21	2262.082	403.2459	5043.541	509.2449	0.6136	30.5906
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	09d3926f-6be7-4dd2-a6e2-9024a3aa74f6	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	518.28	885.22	5167.0718	348.384	4074.3201	508.8631	0.6531	31.8922
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	1a73da0a-db11-494d-9c54-6aa2b564f015	Detection		NeuN: Ignore*	Root object (Image)	Polygon	569.72	575.7	2048.5156	318.9297	4198.0078	506.359	0.5784	32.8972
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	bbfcc295-e83d-4494-a8c0-891ba1d45f13	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	966.38	934.74	10880.3115	429.7705	7934.8608	505.6222	0.6341	30.747
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	31bfa5c6-3545-4988-9621-bf039bb07432	Detection		NeuN: Ignore*	Root object (Image)	Polygon	895.8	979.19	2804.9355	471.7177	10388.4189	504.3654	0.602	31.1703
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	9ac15442-d2c7-4462-bd0c-1e87ce3038e5	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	874.86	428.97	5620.5244	353.3934	2864.0901	502.752	0.5728	30.5264
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	5e02a7f7-77c4-435e-84e4-eb1b0c62e90e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	366.05	708.26	6235.2339	408.8548	6834.9033	502.7484	0.6003	30.4008
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	78b7fcaf-f491-4514-b133-48c76d882781	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	866.41	1080.4	5087.7832	385.4667	3673.2666	501.9778	0.6634	29.4895
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	198a594a-5a94-45ec-b268-e9f5858bba43	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	879.42	956.29	9290.0488	393.8307	8166.4678	499.7553	0.5647	33.9632
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	fc191240-8a63-4408-9682-95bbc60bd8f1	Detection		NeuN: Ignore*	Root object (Image)	Polygon	455.68	348.42	2562.042	663.437	6544.689	500.7372	0.6423	28.9323
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	40a762c2-2aa8-4521-9ac7-ef3d3ee4a589	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	1037.4	741.95	4533.9829	457.8879	6649.293	499.8825	0.5343	34.9072
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	b0c3a467-cbca-421d-a166-d04cf45692ee	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	597.22	432.29	5352.6167	332.5167	4998.5669	498.3809	0.4938	39.6557
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	8dea1bf4-a76b-4a0a-ac7f-51a69ae83e4a	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	572.76	758.52	5266.2856	282.563	3986.5798	495.3683	0.6612	30.1877
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	e381be3b-2cbc-4b85-bdc3-8c51d820a397	Detection		NeuN: Ignore*	Root object (Image)	Polygon	882.62	552.11	2001.0662	367.3884	3222.7024	493.6238	0.6218	33.7362
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	73b7b459-0385-475f-9fc8-00e39ffa5332	Detection		NeuN: Ignore*	Root object (Image)	Polygon	919.48	760.66	2546.3884	357.8099	3972.5288	491.4884	0.5987	30.5002
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	3aacfc6c-3424-4241-9612-b6590ded76c8	Detection		NeuN: Ignore*	Root object (Image)	Polygon	899.99	672.89	2340.437	367.084	6433.6641	487.5059	0.5712	36.1713
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	f80e31de-3dba-44d7-bbf9-9beed9b15253	Detection		NeuN: Ignore*	Root object (Image)	Polygon	618.69	775.61	2606.842	332.3596	2837.1228	485.358	0.7225	28.7988
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	cf1557fe-df3d-4f9d-b111-9715a844fbe3	Detection		NeuN: Ignore*	Root object (Image)	Polygon	945.84	681.27	2287.356	495.2373	3474.9575	483.9919	0.6659	29.4604
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	fdadcc76-3b38-40f8-b74e-0b0f4b9fa19d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	337.53	482.11	1661.4783	374.6696	4223.6001	483.3946	0.6994	27.1982
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	a54630a0-a282-49da-a6f6-d06feaa99f10	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	537.1	858.37	5001.6694	346.2881	2705.2034	482.7391	0.5092	38.1375
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	354f73b7-c533-4c30-a870-00393151a8a0	Detection		NeuN: Ignore*	Root object (Image)	Polygon	500.1	928.19	2131.5293	372.7647	4446.0503	481.4945	0.6377	28.5302
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	d7a8d3c0-a9c7-4882-8f87-0b63dd82d1c0	Detection		NeuN: Ignore*	Root object (Image)	Polygon	410.41	781.16	1813.3557	347.9808	3039.2886	441.4843	0.6408	28.4851
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	88a3f19d-cd41-4f22-92a8-25c451f7120b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	491.82	1028.5	2108.4465	480.2768	4505.6338	478.5948	0.6649	30.4477
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	d939ebb6-6c40-41e6-9a7c-beb3f2a581c6	Detection		NeuN: Ignore*	Root object (Image)	Polygon	913.51	842.54	2506.3535	327.6035	9027.9824	476.8635	0.6552	28.5103
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	13d944ff-d2b7-4775-a830-bc0779cc775b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	592.1	775.43	2466.3416	340.35	2229.1584	475.8413	0.6936	30.0796
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	e23fbfc3-ed91-43af-834d-49a2aabebeb2	Detection		NeuN: Ignore*	Root object (Image)	Polygon	431.26	360.22	2418.4656	1133.5776	5828.1553	469.4011	0.4757	34.1744
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	126cd6a9-3c87-4831-9856-dccbf3f70517	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	438.36	609.77	4345.9033	380.8772	3090.7632	471.9818	0.6598	29.9152
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	dd8c4205-455e-48a4-bb06-f557b214f477	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	923.19	586.39	9068.8477	361.2458	6715.771	465.9934	0.6909	27.8579
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	074f979e-c416-4277-bba9-39d53e4af80e	Detection		NeuN: Ignore*	Root object (Image)	Polygon	849.11	624.93	1768.8558	302.8559	9634.4053	465.0237	0.5618	36.0603
DRG L F2_NeuN_IB4_Td-tomato_DAPI.lif - DRG L F2_coupe 1	cc3fee2f-4827-4c32-ae16-6668a86a6912	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	1034.9	782.49	8187.0264	430.5044	5622.4248	464.4829	0.5568	31.9769
