Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ROI: 2.00 µm per pixel: Channel 2: Mean	ROI: 2.00 µm per pixel: Channel 3: Mean	ROI: 2.00 µm per pixel: Channel 4: Mean	Area µm^2	Circularity	Max diameter µm
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	168a8ecb-51fa-4035-8a6e-530ca789de51	Detection		NeuN: Ignore*	Root object (Image)	Polygon	562.65	886.15	1809.9867	368.808	2609.6821	620.6217	0.5869	34.2342
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	286f7e55-b822-4b64-94f2-8badc2883759	Detection		NeuN: Ignore*	Root object (Image)	Polygon	455.91	879.21	1517.2345	468.3655	4169.2827	592.0475	0.6096	34.8479
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	7bb60d1f-cb1f-437f-96a4-6a48018a90ce	Detection		NeuN: Ignore*	Root object (Image)	Polygon	726.81	351.69	2075.5032	502.3936	8481.877	616.501	0.6048	33.6238
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	9805a204-ea92-4288-9400-2ddbd0bbf09c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	720.27	401.72	3885.9675	489.0325	5827.9414	615.0032	0.6457	32.7597
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	9aa8fc28-6e1c-4f47-94f9-895e5ccf7829	Detection		NeuN: Ignore*	Root object (Image)	Polygon	250.52	556.82	1897.0265	738.0199	3424.2915	614.3691	0.6738	30.946
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	03a75a13-61b5-4aec-b84c-81f2bd585951	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	546.19	451.72	4179.5815	420.2222	5790.9736	606.8666	0.6269	33.3165
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	f88b1466-44df-40fb-b7af-842ed21890d3	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	733.55	594.17	5356.8857	439.953	4758.624	603.7524	0.6506	33.6561
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	df7256e6-a618-44cf-80b2-dba5d82acee6	Detection		NeuN: Ignore*	Root object (Image)	Polygon	597.79	427.6	1708.3103	366.9793	8069.0137	601.3845	0.6502	31.9613
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	39c8e4ef-bf73-4611-a92a-5287f3ead925	Detection		NeuN: Ignore*	Root object (Image)	Polygon	365.13	442.38	2081.1619	509.169	4691.3452	593.4922	0.6273	33.2403
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ec4f3a32-54a9-4d57-a890-0d3f45017c82	Detection		NeuN: Ignore*	Root object (Image)	Polygon	349.59	474.36	1889.6897	448.2758	5899.2139	588.4885	0.6164	35.4025
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	36a50669-6f85-4d37-95f2-fd76122ffd1d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	875.08	515.86	1976.7483	473.021	6457.1538	575.03	0.6763	35.304
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	fcd7c399-24ad-42ae-94cc-32bc6da0f315	Detection		NeuN: Ignore*	Root object (Image)	Polygon	309.69	867.81	2308.6377	483.1522	5714.9204	567.7477	0.6462	30.7019
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	a710c73b-af2c-482c-956e-06fb8d704648	Detection		NeuN: Ignore*	Root object (Image)	Polygon	276.24	739.79	3027.7986	1882.2302	4791.7983	576.4948	0.6536	29.7037
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b9711a02-9c71-4aac-9c4b-27976dc63da2	Detection		NeuN: Ignore*	Root object (Image)	Polygon	669.55	476.51	1881.4071	2189.1428	3690.3501	573.6263	0.6389	30.6501
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	3d387e0e-0bf6-4383-a157-6f6b14db3cfd	Detection		NeuN: Ignore*	Root object (Image)	Polygon	946.73	549.92	2216.355	577.9203	5756.9131	567.7448	0.6454	32.5006
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	18c61287-214f-4763-961b-d46e2ad95a8e	Detection		NeuN: Ignore*	Root object (Image)	Polygon	319.77	550.57	1663.2014	394.5486	2097.2153	563.3902	0.553	38.3271
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	a0b2958a-cfc5-4b18-96a8-89e3814d584d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	664.47	780.39	1805.5146	507.7574	1518.5515	561.2662	0.6339	31.7601
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b49799f9-4ecb-41e5-95dc-bdddc1060582	Detection		NeuN: Ignore*	Root object (Image)	Polygon	792.64	542.77	3942.0215	537.4604	6040.3667	557.631	0.4862	37.7204
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	882b216c-d506-484b-aaeb-253d4a40165c	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	754.99	762.98	4048.9558	346.8162	3881.8604	551.6295	0.6277	36.0029
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	f3bf03c8-71e4-411b-b3c5-f4b77c5785c8	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	335.82	520.35	4605.6616	456.1923	4680.854	550.6287	0.6286	31.843
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	8b701dcf-d7bb-4c07-8f8b-80f666a7fbf8	Detection		NeuN: Ignore*	Root object (Image)	Polygon	935.3	681.99	1771.9633	403.7059	3794.5515	550.7371	0.6163	31.3804
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b14e7527-a6db-4e81-8f9b-f1814649c468	Detection		NeuN: Ignore*	Root object (Image)	Polygon	850.94	472.32	1975.6423	488.146	3389.533	548.1357	0.5742	33.0577
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	bfaf223e-efbe-42ad-86f5-7350d64bebdd	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	798.72	442.13	4391.606	538.9924	5180.1362	546.8718	0.6232	32.0046
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	e218efe9-8aaf-4ea9-bfb5-05a0dd5dc10f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	339.13	836.49	1807.752	431.5349	2272.248	545.8958	0.6575	31.7656
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ec2f35f0-05fd-413a-bb2b-3bcc1d7cd6b8	Detection		NeuN: Ignore*	Root object (Image)	Polygon	968.65	612.76	3038.387	389.5547	5824.8979	544.2601	0.6565	29.9128
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	5384de5a-165a-493b-9aed-f19e34e32755	Detection		NeuN: Ignore*	Root object (Image)	Polygon	539.1	353.1	1836.2213	487.3969	4920.7402	543.7531	0.6818	31.7832
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	0dd3bc95-f6b8-4361-a30f-344fc142181f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	949.54	646.78	3524.5037	396.6316	5122.3457	543.8506	0.6284	32.8366
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	1514d24b-f900-41c8-a084-7152f8a8c8cf	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	338.94	810.82	5380	1146.1692	5388.9536	541.502	0.6479	31.0321
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	df45920f-59d0-4dfb-8d5e-6e032719aa16	Detection		NeuN: Ignore*	Root object (Image)	Polygon	698.07	338.57	1993.5927	477.0593	6355.1479	541.2369	0.653	31.6758
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	6b8901ba-dd44-4ae7-b7a6-7f7f0fa4ad2d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	366.36	904.87	2072.2092	574.4186	2251.7131	541.6214	0.6719	29.8637
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	1dd96455-b144-4050-af9a-8d3e2708175d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	288.24	514.4	3937.2332	453.9624	6601.5415	541.245	0.6633	31.3277
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	429c8724-cada-4f6d-ab8c-9b4be94e5e7a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	517.44	431.73	2164.053	498.4243	5952.2881	540.3765	0.6683	31.2129
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	6755d07e-a52c-4bd7-ac36-9da0c48964a2	Detection		NeuN: Ignore*	Root object (Image)	Polygon	702.6	558.51	1499.7924	382.3539	2402.3462	534.8647	0.4643	38.345
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ddfd43da-1bce-4b47-8064-1f48e94f0387	Detection		NeuN: Ignore*	Root object (Image)	Polygon	585.97	664.54	1601.084	444.1527	3402.6565	531.625	0.575	38.0821
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	5384587a-d947-41d6-872f-a1f627ecd4c1	Detection		NeuN: Ignore*	Root object (Image)	Polygon	635.16	790.73	1967.9219	404.8516	1824.0078	530.1148	0.5894	36.8765
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	7ceb4c1c-ad79-47d1-8d4e-6fda30a737f9	Detection		NeuN: Ignore*	Root object (Image)	Polygon	714.64	426.89	3939.3228	497.4724	4367.5039	530.5059	0.6557	29.6179
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	078c44e7-be71-481f-a911-a65d5081fd92	Detection		NeuN: Ignore*	Root object (Image)	Polygon	262.57	707.63	2097.1162	641.7442	7570.3335	526.3751	0.5467	33.465
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	a0043b5c-e873-4826-9229-50ae4472d2a1	Detection		NeuN: Ignore*	Root object (Image)	Polygon	847.49	546.76	2795.7063	332.8413	4762.2144	525.7708	0.6554	32.3826
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	2b84077b-5db5-4754-9945-8278b44fa1de	Detection		NeuN: Ignore*	Root object (Image)	Polygon	903.38	567.17	2019.3516	484.3828	6891.1797	523.502	0.5481	37.4224
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	49ce0cc9-2f86-422d-b5dd-32de58126091	Detection		NeuN: Ignore*	Root object (Image)	Polygon	847.28	674.81	1494.6744	413.4574	2466.7288	520.1318	0.6423	29.2039
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	8f0d1bd2-0476-4e8c-8fda-7e3c8eaa0e55	Detection		NeuN: Ignore*	Root object (Image)	Polygon	329.73	453.19	3445.9683	467.6587	4338.6826	518.2568	0.692	28.9667
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c96c58a9-e380-4570-a3b4-fd0bce258e5f	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	699.31	397.58	4611.3789	420.2903	7350.7583	517.8715	0.689	30.9501
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	411778f5-5f6e-4a68-8839-50ae1655b49a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	547.78	329.25	1823.3032	516.7049	4373.959	516.6182	0.6778	29.5296
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	e5477064-659c-4362-af37-f30165e1fef9	Detection		NeuN: Ignore*	Root object (Image)	Polygon	805.94	460.27	3528.4062	472.2656	4658.3359	514.0027	0.5522	37.5866
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	92710d05-dd0d-4a0b-ade0-c0f7d85ed240	Detection		NeuN: Ignore*	Root object (Image)	Polygon	390.78	942.01	1883.4147	407.0569	5377.3008	513.8712	0.5805	36.1158
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	afd9fb2d-1ece-4d0c-9672-f1bc86a94083	Detection		NeuN: Ignore*	Root object (Image)	Polygon	740.89	338.69	2246.3936	518.7459	7166.1802	508.8781	0.5265	40.7353
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	7366fb4f-828c-49e5-bca9-5daef94aa712	Detection		NeuN: Ignore*	Root object (Image)	Polygon	432.74	900.62	1604.9708	455.8058	3648.6797	437.955	0.5212	36.3996
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c241e349-5ed9-452a-91fb-57ec9a3d763e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	814.94	481.15	4190.7256	435.6935	6833.3711	503.8743	0.5969	31.5595
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	33dc3518-1bb0-47d0-ae6b-20064bf0fe7a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	267.47	530.35	1690.3967	404.7355	3478.9917	500.8648	0.628	30.502
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b74f2220-bdac-4aec-acbf-85e8190b4f7d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	541.01	387.56	3926.9512	390.1951	5957.187	496.4724	0.6742	27.7507
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	6c9952d6-9ec6-42b3-a3d5-17eaef996b72	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	796.62	560.95	4029.8181	436.281	6032.1733	493.8759	0.6489	29.1568
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ba13194c-474b-4cf4-a375-dce49a5180eb	Detection		NeuN: Ignore*	Root object (Image)	Polygon	260.5	783.61	3161.9834	665.8595	5345.4546	490.4048	0.5976	31.8382
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	d3e046fb-852e-46ec-bf92-9bc97dcf6248	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	363.98	847.7	4324.4253	463.9043	4763.2236	397.9686	0.4317	28.6937
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	604adac7-c6a4-4f46-81d9-9b24a54d1021	Detection		NeuN: Ignore*	Root object (Image)	Polygon	567.29	728.43	3487.1833	409.1667	2369.6167	488.2666	0.6533	30.415
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	759558af-5f68-4574-a1dd-6093a962452e	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	785.72	389.5	4779.1582	472.95	4856.7832	488.2464	0.5661	30.9264
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ec8f23f9-a6c2-4762-8166-542d066932df	Detection		NeuN: Ignore*	Root object (Image)	Polygon	753.06	443.11	2306.479	480.0672	6216.9746	485.7439	0.5548	35.8454
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	3fbb7017-b299-4722-b382-f1691237f703	Detection		NeuN: Ignore*	Root object (Image)	Polygon	825.08	784.06	2421.6553	607.7845	4247.2588	480.3839	0.5829	30.2078
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	0d69552a-8c96-41c2-bdd3-4362a4d35749	Detection		NeuN: Ignore*: TREK1	Root object (Image)	Polygon	858.09	820.15	1998.7288	7261.729	3068.5168	476.3298	0.6135	32.8995
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	66d6104a-b466-4056-81ab-04002a72c558	Detection		NeuN: Ignore*	Root object (Image)	Polygon	388.29	563.18	2225.6411	880.2137	4135.8804	475.38	0.6076	28.1577
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	0f9b73c1-9540-4913-ad02-bf278044ec4d	Detection		NeuN: Ignore*	Root object (Image)	Polygon	675.16	531.33	1780.0431	402.1293	3177.7585	475.1313	0.6551	28.1862
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	cf9fc6e6-f6f2-4a81-9faf-6683365c72c5	Detection		NeuN: Ignore*	Root object (Image)	Polygon	507.86	351.03	1701.6982	800.3276	8340.3711	474.3826	0.5885	31.241
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	49db1200-4af1-42a8-9ce5-3eb69f3917f4	Detection		NeuN: Ignore*	Root object (Image)	Polygon	424.95	931.36	2254.1636	491.9636	3696.6001	474.1433	0.5776	34.6787
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	8060a178-89c9-4a56-9018-5967f17efd39	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	356.55	545.41	4138.144	504.8018	2253.8469	472.2524	0.654	29.4706
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	12f11ed2-f857-46ba-ae3c-8f323acab82c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	920.57	633.14	3060.938	441.2213	4753.124	468.8722	0.5777	33.794
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ab1f4aad-80f4-4315-92f4-eeeba59c9960	Detection		NeuN: Ignore*	Root object (Image)	Polygon	832.22	723.9	2422.7168	399.9026	3630.4956	465.0011	0.6666	31.0348
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	aff2de96-c030-49ad-b8b9-a7bc83bed479	Detection		NeuN: Ignore*: TREK1	Root object (Image)	Polygon	235.94	578.96	2949.9465	8247.8037	3513.1072	463.8687	0.6142	29.9654
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	40407341-e28a-41b4-84b8-29d5b72ab42b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	696.25	536.62	3986.3071	437.4386	5775.6143	463.3743	0.6302	28.3331
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	bdeba2d7-0324-4f97-8fed-8ef084f95910	Detection		NeuN: Ignore*	Root object (Image)	Polygon	690.4	434.39	3941.23	530.5752	6321.2124	463.3663	0.6192	32.1415
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	fb19f3f0-712d-4a5c-94ee-3fd84baa6f5a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	630.85	464.88	2571.5	340	2066.9363	458.8683	0.669	28.5329
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	14e5f8d1-3630-4ce0-89b0-763083f96d90	Detection		NeuN: Ignore*	Root object (Image)	Polygon	806.78	623.33	3141.1204	390.7963	3537.8518	456.7379	0.6109	30.9232
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	5a970680-c13d-407b-b77f-95999a836f55	Detection		NeuN: Ignore*	Root object (Image)	Polygon	738.28	677.87	1820.0555	515.1389	2188.6111	451.3684	0.5826	34.301
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b46d0467-b32e-47d4-b0f4-0ac5a2dff604	Detection		NeuN: Ignore*	Root object (Image)	Polygon	496.74	455.46	1638.6	352.6953	3193.4189	449.505	0.6689	28.2868
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	edb76818-8af0-4791-b43f-2c72a08bc871	Detection		NeuN: Ignore*	Root object (Image)	Polygon	980.96	645.84	1980.9182	513.1727	2314.5	449.5013	0.4633	35.5567
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	bed77c7e-4c07-443f-a556-fe09768620bd	Detection		NeuN: IB4: TREK1	Root object (Image)	Polygon	253.99	758.9	4561.7524	15835.3486	2993.5413	449.4892	0.6657	28.7825
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	9ceedd63-3184-4bfd-b5db-a874807ad6dd	Detection		NeuN: Ignore*	Root object (Image)	Polygon	881.2	578.65	1903.9266	466.844	7048.624	449.1118	0.6489	28.4346
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	31cfe800-a1c8-47d7-9628-4ba0ec7525c1	Detection		NeuN: Ignore*	Root object (Image)	Polygon	810.64	379.06	2408.6545	672.7091	5521.1816	448.0042	0.6151	32.202
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	28043a77-7b34-4ab3-bb0f-aa732c99193d	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	789.14	483.81	4204.7002	433.0454	6775.9092	447.7587	0.6743	28.3156
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	50601af9-9c00-406e-8eb1-9c4052f15cbb	Detection		NeuN: Ignore*	Root object (Image)	Polygon	853.18	409	2037.8948	498.3333	3604.8596	443.7412	0.4505	36.3365
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c89619cb-7405-4926-ad68-f8a5140d1937	Detection		NeuN: Ignore*	Root object (Image)	Polygon	865.2	710.28	1781.3982	458.6018	3608.8333	443.621	0.6589	27.7447
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	8bd50f65-b9c7-4e16-8af7-1f8af528a120	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	393.6	407.95	4659.2202	664.4	5501.4399	439.6155	0.4922	36.9125
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	73cb27ba-e31b-4ab9-92af-fc50c4488cd2	Detection		NeuN: Ignore*	Root object (Image)	Polygon	253.93	721.48	2074.6035	567.973	8490.7207	438.2582	0.6036	31.1444
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	1b37c2dc-3fba-452e-85a3-a1f5273df31c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	695.49	661.7	3774.7129	379.0297	2591.4456	433.0043	0.616	31.8182
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	b51ecd35-61ea-4c47-af64-8c174c5b1a0a	Detection		NeuN: Ignore*	Root object (Image)	Polygon	887.68	656.5	1980.9897	384.6082	4275.3506	405.1336	0.6322	26.6619
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c29a1b2f-b027-4e9c-8154-1ac0adf8ec52	Detection		NeuN: Ignore*	Root object (Image)	Polygon	812.63	692.83	1875.0699	363.23	1887.12	422.8618	0.6463	28.8528
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	d1b29bf6-2dab-48b9-9260-962140c725bb	Detection		NeuN: IB4: Ignore*	Root object (Image)	Polygon	278.84	767.91	6468.8208	1162.9529	6534.9717	420.1173	0.6493	27.2447
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	4f9b664a-e998-45ac-a22a-0b30f550e34c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	526.16	402.71	3737.6892	384.9612	6211.5435	412.6945	0.5699	28.0073
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	05a7a4cd-5f14-49f7-a153-6d1604ff0b0b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	769.15	411.4	2069.5195	500.0784	4301.9805	416.3622	0.7079	25.7794
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	1d3da4a8-df94-40fe-80ec-ac6d9fdedd7c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	859.39	731.53	1454.9166	373.2396	2307.3333	414.878	0.6837	27.3359
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c845026e-310a-490e-b80c-ab03ee33aa23	Detection		NeuN: Ignore*	Root object (Image)	Polygon	816.22	516.45	2513.6931	395.099	5844.5249	414.3653	0.6103	26.9699
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	90e870a3-8bad-475a-94c0-3b0ab5422bf7	Detection		NeuN: Ignore*	Root object (Image)	Polygon	645.66	503.03	1716.6666	458.3333	2402.9509	411.2389	0.6505	26.1717
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	ee8ca0af-25a9-4bd1-bd1d-63a13bd5c56f	Detection		NeuN: Ignore*	Root object (Image)	Polygon	357.52	592.53	1326.7084	367.9688	2282.7292	410.0104	0.6023	27.4055
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	82a111e0-9455-4d7c-b6d2-52d670391c99	Detection		NeuN: Ignore*	Root object (Image)	Polygon	574.03	858.52	2177.9583	702.25	1610.4688	392.5007	0.5908	29.1216
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	2d0dc151-42da-4747-a82d-76dd5354ef78	Detection		NeuN: Ignore*	Root object (Image)	Polygon	541.2	891.63	1827.1333	319.0667	1816.1666	392.3745	0.6581	27.2286
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	7e3b1ece-4f97-4dcc-8e67-735a05eb103c	Detection		NeuN: Ignore*	Root object (Image)	Polygon	851.06	799.08	2020.6938	1340.8776	4702.4897	392.0112	0.5812	30.714
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	2b34212d-f869-45e9-8ee8-c864463adaa7	Detection		NeuN: Ignore*	Root object (Image)	Polygon	620.49	862.17	1677.3854	409.3854	2573.5625	385.508	0.5803	29.8829
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	76d5bb54-e323-418f-bc01-d948ba11abe4	Detection		NeuN: Ignore*	Root object (Image)	Polygon	468.53	468.4	1698.8021	374.4271	2745.8542	379.9954	0.6979	25.9672
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	6dc10973-e515-4c79-9b8f-41c923c09879	Detection		NeuN: Ignore*	Root object (Image)	Polygon	724.25	507.01	2031.9651	436.7209	3699.6396	368.8688	0.6278	26.8071
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	c54eacc3-02fb-483e-a5f1-e89f9738999b	Detection		NeuN: Ignore*	Root object (Image)	Polygon	971.57	592.37	2092.9773	310.5568	3390.7954	369.0013	0.58	30.0002
DRG L M3_NeuN_IB4_Td-tomato_DAPI.lif - DRG L M3_coupe 2	4afe843e-6569-459e-9933-8275cafba530	Detection		NeuN: Ignore*	Root object (Image)	Polygon	238.65	636.36	3116.3735	511.0879	3769.5825	364.3658	0.6571	26.2771
